college_name,city,state,type,course,branch,nirf_rank,avg_package,jee_cutoff
Indian Institute of Information Technology Gwalior,Gwalior,Madhya Pradesh,Govt,B.Tech,Computer Science & Engineering,48,15.7,6804
Indian Institute of Information Technology Gwalior,Gwalior,Madhya Pradesh,Govt,B.Tech,Data Science,48,10.6,6601
Indian Institute of Information Technology Gwalior,Gwalior,Madhya Pradesh,Govt,B.Sc,B.Sc Chemistry (Hons.),48,7.1,7002
Indian Institute of Information Technology Gwalior,Gwalior,Madhya Pradesh,Govt,B.Tech,Electronics & Communication Engineering,48,9.3,11929
Indian Institute of Information Technology Kota,Kota,Rajasthan,Govt,B.Tech,Computer Science & Engineering,55,12.6,6697
Indian Institute of Information Technology Kota,Kota,Rajasthan,Govt,B.Tech,Electronics & Communication Engineering,55,5.8,16971
Indian Institute of Information Technology Kota,Kota,Rajasthan,Govt,B.Tech,Cyber Security,55,9.8,12900
Indian Institute of Information Technology Kota,Kota,Rajasthan,Govt,B.Sc,B.Sc Chemistry (Hons.),55,6.8,13546
Indian Institute of Information Technology Kota,Kota,Rajasthan,Govt,B.Sc,B.Sc Physics (Hons.),55,6.8,28227
Indian Institute of Information Technology Pune,Pune,Maharashtra,Govt,B.Tech,Cyber Security,62,11.6,14977
Indian Institute of Information Technology Pune,Pune,Maharashtra,Govt,B.Sc,B.Sc Mathematics (Hons.),62,5.1,32723
Indian Institute of Information Technology Pune,Pune,Maharashtra,Govt,B.Tech,Information Technology,62,7.6,7955
Indian Institute of Information Technology Pune,Pune,Maharashtra,Govt,B.Tech,Data Science,62,7.9,17491
Indian Institute of Information Technology Pune,Pune,Maharashtra,Govt,B.Tech,Computer Science & Engineering,62,8.1,10567
Indian Institute of Information Technology Vadodara,Vadodara,Gujarat,Govt,B.Tech,Electronics & Communication Engineering,67,4.6,12280
Indian Institute of Information Technology Vadodara,Vadodara,Gujarat,Govt,B.Sc,B.Sc Chemistry (Hons.),67,7.9,30747
Indian Institute of Information Technology Vadodara,Vadodara,Gujarat,Govt,B.Tech,Information Technology,67,10.5,6503
Indian Institute of Information Technology Vadodara,Vadodara,Gujarat,Govt,B.Tech,Cyber Security,67,8.3,8524
Indian Institute of Information Technology Vadodara,Vadodara,Gujarat,Govt,B.Tech,Data Science,67,8.0,12432
Indian Institute of Information Technology Lucknow,Lucknow,Uttar Pradesh,Govt,B.Sc,B.Sc Physics (Hons.),73,4.6,11723
Indian Institute of Information Technology Lucknow,Lucknow,Uttar Pradesh,Govt,B.Tech,Electronics & Communication Engineering,73,6.5,34721
Indian Institute of Information Technology Lucknow,Lucknow,Uttar Pradesh,Govt,B.Sc,B.Sc Mathematics (Hons.),73,4.3,32084
Indian Institute of Information Technology Lucknow,Lucknow,Uttar Pradesh,Govt,B.Sc,B.Sc Chemistry (Hons.),73,6.6,24519
Indian Institute of Information Technology Lucknow,Lucknow,Uttar Pradesh,Govt,B.Tech,Computer Science & Engineering,73,9.6,12957
Indian Institute of Information Technology Manipur,Imphal,Manipur,Govt,B.Sc,B.Sc Chemistry (Hons.),85,5.7,21310
Indian Institute of Information Technology Manipur,Imphal,Manipur,Govt,B.Tech,Electronics & Communication Engineering,85,6.7,19281
Indian Institute of Information Technology Manipur,Imphal,Manipur,Govt,B.Tech,Information Technology,85,8.9,14717
Indian Institute of Information Technology Manipur,Imphal,Manipur,Govt,B.Tech,Cyber Security,85,7.9,15930
Indian Institute of Information Technology Manipur,Imphal,Manipur,Govt,B.Tech,Computer Science & Engineering,85,8.4,8612
Indian Institute of Information Technology Ranchi,Ranchi,Jharkhand,Govt,B.Tech,Computer Science & Engineering,89,6.8,17572
Indian Institute of Information Technology Ranchi,Ranchi,Jharkhand,Govt,B.Sc,B.Sc Mathematics (Hons.),89,5.2,18372
Indian Institute of Information Technology Ranchi,Ranchi,Jharkhand,Govt,B.Tech,Information Technology,89,6.0,6965
Indian Institute of Information Technology Ranchi,Ranchi,Jharkhand,Govt,B.Tech,Electronics & Communication Engineering,89,5.7,34478
Indian Institute of Information Technology Ranchi,Ranchi,Jharkhand,Govt,B.Sc,B.Sc Physics (Hons.),89,5.5,14233
Indian Institute of Information Technology Kalyani,Kalyani,West Bengal,Govt,B.Tech,Data Science,91,11.2,11505
Indian Institute of Information Technology Kalyani,Kalyani,West Bengal,Govt,B.Tech,Cyber Security,91,8.6,5693
Indian Institute of Information Technology Kalyani,Kalyani,West Bengal,Govt,B.Sc,B.Sc Chemistry (Hons.),91,7.7,25065
Indian Institute of Information Technology Kalyani,Kalyani,West Bengal,Govt,B.Tech,Electronics & Communication Engineering,91,6.3,20258
Indian Institute of Information Technology Kalyani,Kalyani,West Bengal,Govt,B.Tech,Computer Science & Engineering,91,8.4,14394
Indian Institute of Information Technology Una,Una,Himachal Pradesh,Govt,B.Sc,B.Sc Chemistry (Hons.),93,4.7,20642
Indian Institute of Information Technology Una,Una,Himachal Pradesh,Govt,B.Tech,Electronics & Communication Engineering,93,5.8,30254
Indian Institute of Information Technology Una,Una,Himachal Pradesh,Govt,B.Tech,Computer Science & Engineering,93,11.5,16298
Indian Institute of Information Technology Una,Una,Himachal Pradesh,Govt,B.Tech,Data Science,93,8.6,6443
Indian Institute of Information Technology Una,Una,Himachal Pradesh,Govt,B.Sc,B.Sc Physics (Hons.),93,5.0,13468
Indian Institute of Information Technology Nagpur,Nagpur,Maharashtra,Govt,B.Sc,B.Sc Chemistry (Hons.),96,5.4,34438
Indian Institute of Information Technology Nagpur,Nagpur,Maharashtra,Govt,B.Tech,Cyber Security,96,10.7,10456
Indian Institute of Information Technology Nagpur,Nagpur,Maharashtra,Govt,B.Tech,Computer Science & Engineering,96,9.1,6251
Indian Institute of Information Technology Nagpur,Nagpur,Maharashtra,Govt,B.Tech,Data Science,96,9.2,6868
Indian Institute of Information Technology Nagpur,Nagpur,Maharashtra,Govt,B.Tech,Electronics & Communication Engineering,96,7.6,16353
Indian Institute of Information Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,Govt,B.Sc,B.Sc Physics (Hons.),98,4.6,13368
Indian Institute of Information Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,Govt,B.Tech,Electronics & Communication Engineering,98,4.7,16464
Indian Institute of Information Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,Govt,B.Sc,B.Sc Mathematics (Hons.),98,7.0,15009
Indian Institute of Information Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,Govt,B.Tech,Information Technology,98,6.5,15739
Indian Institute of Information Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,Govt,B.Tech,Cyber Security,98,9.8,17662
Jawaharlal Nehru University,New Delhi,Delhi,Govt,B.Sc,B.Sc Microbiology,2,21.2,1894
Jawaharlal Nehru University,New Delhi,Delhi,Govt,Integrated M.Sc,Integrated M.Sc Physics,2,18.4,1656
Jawaharlal Nehru University,New Delhi,Delhi,Govt,B.Sc,B.Sc Environmental Science,2,15.2,1779
Jawaharlal Nehru University,New Delhi,Delhi,Govt,Integrated M.Sc,Integrated M.Sc Chemistry,2,15.2,1784
Jawaharlal Nehru University,New Delhi,Delhi,Govt,Integrated M.Sc,Integrated M.Sc Mathematics,2,12.7,1400
Jawaharlal Nehru University,New Delhi,Delhi,Govt,B.Tech,Aerospace Engineering,2,17.9,1062
Jawaharlal Nehru University,New Delhi,Delhi,Govt,B.Tech,Civil Engineering,2,17.1,1220
Jawaharlal Nehru University,New Delhi,Delhi,Govt,B.Tech,Electronics & Communication Engineering,2,16.6,1135
Jawaharlal Nehru University,New Delhi,Delhi,Govt,BBA/Commerce,BBA,2,20.3,1255
Jawaharlal Nehru University,New Delhi,Delhi,Govt,BBA/Commerce,BBA Human Resource,2,18.4,657
University of Hyderabad,Hyderabad,Telangana,Govt,Integrated M.Sc,Integrated M.Sc Chemistry,7,12.2,1287
University of Hyderabad,Hyderabad,Telangana,Govt,B.Sc,B.Sc Chemistry (Hons.),7,15.7,1635
University of Hyderabad,Hyderabad,Telangana,Govt,B.Sc,B.Sc Environmental Science,7,12.1,584
University of Hyderabad,Hyderabad,Telangana,Govt,Integrated M.Sc,Integrated M.Sc Physics,7,13.6,1670
University of Hyderabad,Hyderabad,Telangana,Govt,B.Sc,B.Sc Biochemistry,7,13.2,1158
University of Hyderabad,Hyderabad,Telangana,Govt,B.Tech,Electronics & Communication Engineering,7,14.7,711
University of Hyderabad,Hyderabad,Telangana,Govt,B.Tech,Computer Science & Engineering,7,24.8,275
University of Hyderabad,Hyderabad,Telangana,Govt,B.Tech,Electrical Engineering,7,12.5,672
University of Hyderabad,Hyderabad,Telangana,Govt,BBA/Commerce,BBA Finance,7,14.0,1007
University of Hyderabad,Hyderabad,Telangana,Govt,BBA/Commerce,BBA,7,12.7,1399
University of Delhi,New Delhi,Delhi,Govt,B.Sc,B.Sc Environmental Science,11,11.9,3586
University of Delhi,New Delhi,Delhi,Govt,B.Sc,B.Sc Mathematics (Hons.),11,13.8,3385
University of Delhi,New Delhi,Delhi,Govt,B.Sc,B.Sc Statistics,11,14.5,2214
University of Delhi,New Delhi,Delhi,Govt,Integrated M.Sc,Integrated M.Sc Physics,11,11.3,4651
University of Delhi,New Delhi,Delhi,Govt,B.Sc,B.Sc Computer Science,11,9.7,3350
University of Delhi,New Delhi,Delhi,Govt,B.Tech,Chemical Engineering,11,15.0,4964
University of Delhi,New Delhi,Delhi,Govt,B.Tech,Electronics & Communication Engineering,11,15.3,5950
University of Delhi,New Delhi,Delhi,Govt,B.Tech,Aerospace Engineering,11,10.1,5576
University of Delhi,New Delhi,Delhi,Govt,BBA/Commerce,BBA,11,10.0,4718
University of Delhi,New Delhi,Delhi,Govt,BBA/Commerce,BBA Marketing,11,11.2,3432
Banaras Hindu University,Varanasi,Uttar Pradesh,Govt,B.Sc,B.Sc Data Science,13,14.0,4437
Banaras Hindu University,Varanasi,Uttar Pradesh,Govt,B.Sc,B.Sc Forensic Science,13,11.2,2347
Banaras Hindu University,Varanasi,Uttar Pradesh,Govt,Integrated M.Sc,Integrated M.Sc Mathematics,13,13.5,3542
Banaras Hindu University,Varanasi,Uttar Pradesh,Govt,B.Sc,B.Sc Biotechnology,13,14.7,3345
Banaras Hindu University,Varanasi,Uttar Pradesh,Govt,B.Sc,B.Sc Mathematics (Hons.),13,13.9,4744
Banaras Hindu University,Varanasi,Uttar Pradesh,Govt,B.Tech,Information Technology,13,19.6,1367
Banaras Hindu University,Varanasi,Uttar Pradesh,Govt,B.Tech,Civil Engineering,13,11.5,2074
Banaras Hindu University,Varanasi,Uttar Pradesh,Govt,B.Tech,Chemical Engineering,13,15.7,2738
Banaras Hindu University,Varanasi,Uttar Pradesh,Govt,BBA/Commerce,BBA Marketing,13,10.6,2786
Banaras Hindu University,Varanasi,Uttar Pradesh,Govt,BBA/Commerce,BBA Finance,13,10.1,2563
Jadavpur University,Kolkata,West Bengal,Govt,B.Sc,B.Sc Computer Science,15,12.8,5157
Jadavpur University,Kolkata,West Bengal,Govt,Integrated M.Sc,Integrated M.Sc Chemistry,15,15.2,5025
Jadavpur University,Kolkata,West Bengal,Govt,Integrated M.Sc,Integrated M.Sc Physics,15,13.6,2154
Jadavpur University,Kolkata,West Bengal,Govt,B.Sc,B.Sc Chemistry (Hons.),15,14.4,5589
Jadavpur University,Kolkata,West Bengal,Govt,B.Sc,B.Sc Biochemistry,15,13.2,2536
Jadavpur University,Kolkata,West Bengal,Govt,B.Tech,Electronics & Communication Engineering,15,13.8,5405
Jadavpur University,Kolkata,West Bengal,Govt,B.Tech,Information Technology,15,22.9,1779
Jadavpur University,Kolkata,West Bengal,Govt,B.Tech,Chemical Engineering,15,14.0,2678
Jadavpur University,Kolkata,West Bengal,Govt,BBA/Commerce,BBA,15,13.7,3492
Jadavpur University,Kolkata,West Bengal,Govt,BBA/Commerce,BBA Finance,15,15.8,2972
Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,Govt,B.Sc,B.Sc Environmental Science,16,10.2,2958
Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,Govt,B.Sc,B.Sc Computer Science,16,12.8,3267
Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,Govt,Integrated M.Sc,Integrated M.Sc Physics,16,9.8,5212
Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,Govt,B.Sc,B.Sc Forensic Science,16,8.2,5420
Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,Govt,B.Sc,B.Sc Microbiology,16,12.7,4778
Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,Govt,B.Tech,Aerospace Engineering,16,9.3,5187
Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,Govt,B.Tech,Electrical Engineering,16,9.5,4160
Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,Govt,B.Tech,Electronics & Communication Engineering,16,11.9,2663
Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,Govt,BBA/Commerce,BBA Finance,16,10.8,2213
Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,Govt,BBA/Commerce,BBA Human Resource,16,9.2,5580
Vellore Institute of Technology,Vellore,Tamil Nadu,Govt,Integrated M.Sc,Integrated M.Sc Mathematics,18,7.5,3167
Vellore Institute of Technology,Vellore,Tamil Nadu,Govt,B.Sc,B.Sc Chemistry (Hons.),18,8.6,2656
Vellore Institute of Technology,Vellore,Tamil Nadu,Govt,B.Sc,B.Sc Forensic Science,18,10.1,5708
Vellore Institute of Technology,Vellore,Tamil Nadu,Govt,B.Sc,B.Sc Biochemistry,18,9.6,5403
Vellore Institute of Technology,Vellore,Tamil Nadu,Govt,Integrated M.Sc,Integrated M.Sc Chemistry,18,12.5,5876
Vellore Institute of Technology,Vellore,Tamil Nadu,Govt,B.Tech,Aerospace Engineering,18,7.3,3699
Vellore Institute of Technology,Vellore,Tamil Nadu,Govt,B.Tech,Electronics & Communication Engineering,18,9.2,4056
Vellore Institute of Technology,Vellore,Tamil Nadu,Govt,B.Tech,Computer Science & Engineering,18,19.9,1290
Vellore Institute of Technology,Vellore,Tamil Nadu,Govt,BBA/Commerce,BBA Marketing,18,8.9,2115
Vellore Institute of Technology,Vellore,Tamil Nadu,Govt,BBA/Commerce,BBA,18,12.0,2405
Saveetha Institute of Medical Sciences,Chennai,Tamil Nadu,Govt,B.Sc,B.Sc Data Science,19,8.7,2156
Saveetha Institute of Medical Sciences,Chennai,Tamil Nadu,Govt,B.Sc,B.Sc Statistics,19,9.8,5398
Saveetha Institute of Medical Sciences,Chennai,Tamil Nadu,Govt,Integrated M.Sc,Integrated M.Sc Physics,19,7.8,5404
Saveetha Institute of Medical Sciences,Chennai,Tamil Nadu,Govt,B.Sc,B.Sc Mathematics (Hons.),19,9.8,4889
Saveetha Institute of Medical Sciences,Chennai,Tamil Nadu,Govt,B.Sc,B.Sc Forensic Science,19,7.0,4520
Saveetha Institute of Medical Sciences,Chennai,Tamil Nadu,Govt,B.Tech,Information Technology,19,18.3,941
Saveetha Institute of Medical Sciences,Chennai,Tamil Nadu,Govt,B.Tech,Computer Science & Engineering,19,19.4,1623
Saveetha Institute of Medical Sciences,Chennai,Tamil Nadu,Govt,B.Tech,Electronics & Communication Engineering,19,10.2,4493
Saveetha Institute of Medical Sciences,Chennai,Tamil Nadu,Govt,BBA/Commerce,BBA,19,8.8,2973
Saveetha Institute of Medical Sciences,Chennai,Tamil Nadu,Govt,BBA/Commerce,BBA Finance,19,8.4,2195
Manipal Academy of Higher Education,Manipal,Karnataka,Govt,B.Sc,B.Sc Data Science,21,12.0,2454
Manipal Academy of Higher Education,Manipal,Karnataka,Govt,Integrated M.Sc,Integrated M.Sc Physics,21,10.6,4047
Manipal Academy of Higher Education,Manipal,Karnataka,Govt,B.Sc,B.Sc Environmental Science,21,10.8,2067
Manipal Academy of Higher Education,Manipal,Karnataka,Govt,B.Sc,B.Sc Microbiology,21,8.5,4355
Manipal Academy of Higher Education,Manipal,Karnataka,Govt,B.Sc,B.Sc Chemistry (Hons.),21,8.7,2588
Manipal Academy of Higher Education,Manipal,Karnataka,Govt,B.Tech,Computer Science & Engineering,21,15.7,992
Manipal Academy of Higher Education,Manipal,Karnataka,Govt,B.Tech,Mechanical Engineering,21,11.0,2767
Manipal Academy of Higher Education,Manipal,Karnataka,Govt,B.Tech,Electronics & Communication Engineering,21,10.1,2350
Manipal Academy of Higher Education,Manipal,Karnataka,Govt,BBA/Commerce,BBA Marketing,21,10.2,5905
Manipal Academy of Higher Education,Manipal,Karnataka,Govt,BBA/Commerce,BBA,21,11.7,4078
Aligarh Muslim University,Aligarh,Uttar Pradesh,Govt,B.Sc,B.Sc Biochemistry,27,10.8,5713
Aligarh Muslim University,Aligarh,Uttar Pradesh,Govt,Integrated M.Sc,Integrated M.Sc Mathematics,27,8.5,11116
Aligarh Muslim University,Aligarh,Uttar Pradesh,Govt,B.Sc,B.Sc Physics (Hons.),27,9.1,5266
Aligarh Muslim University,Aligarh,Uttar Pradesh,Govt,B.Sc,B.Sc Biotechnology,27,9.1,6106
Aligarh Muslim University,Aligarh,Uttar Pradesh,Govt,B.Sc,B.Sc Microbiology,27,11.6,6698
Aligarh Muslim University,Aligarh,Uttar Pradesh,Govt,B.Tech,Civil Engineering,27,10.3,10772
Aligarh Muslim University,Aligarh,Uttar Pradesh,Govt,B.Tech,Information Technology,27,11.8,7265
Aligarh Muslim University,Aligarh,Uttar Pradesh,Govt,B.Tech,Computer Science & Engineering,27,14.6,7608
Aligarh Muslim University,Aligarh,Uttar Pradesh,Govt,BBA/Commerce,BBA Human Resource,27,11.9,7986
Aligarh Muslim University,Aligarh,Uttar Pradesh,Govt,BBA/Commerce,BBA Marketing,27,11.3,6033
University of Calcutta,Kolkata,West Bengal,Govt,B.Sc,B.Sc Microbiology,29,12.3,8268
University of Calcutta,Kolkata,West Bengal,Govt,B.Sc,B.Sc Physics (Hons.),29,12.6,10170
University of Calcutta,Kolkata,West Bengal,Govt,B.Sc,B.Sc Computer Science,29,9.4,13444
University of Calcutta,Kolkata,West Bengal,Govt,B.Sc,B.Sc Biology (Hons.),29,9.8,13897
University of Calcutta,Kolkata,West Bengal,Govt,Integrated M.Sc,Integrated M.Sc Chemistry,29,11.5,5599
University of Calcutta,Kolkata,West Bengal,Govt,B.Tech,Electrical Engineering,29,12.2,5783
University of Calcutta,Kolkata,West Bengal,Govt,B.Tech,Electronics & Communication Engineering,29,8.6,10438
University of Calcutta,Kolkata,West Bengal,Govt,B.Tech,Chemical Engineering,29,9.6,11029
University of Calcutta,Kolkata,West Bengal,Govt,BBA/Commerce,BBA Human Resource,29,12.4,12204
University of Calcutta,Kolkata,West Bengal,Govt,BBA/Commerce,BBA Marketing,29,9.0,11334
Jamia Millia Islamia,New Delhi,Delhi,Govt,B.Sc,B.Sc Mathematics (Hons.),30,8.6,13507
Jamia Millia Islamia,New Delhi,Delhi,Govt,B.Sc,B.Sc Microbiology,30,11.4,6353
Jamia Millia Islamia,New Delhi,Delhi,Govt,B.Sc,B.Sc Forensic Science,30,9.6,6293
Jamia Millia Islamia,New Delhi,Delhi,Govt,Integrated M.Sc,Integrated M.Sc Chemistry,30,10.3,7956
Jamia Millia Islamia,New Delhi,Delhi,Govt,B.Sc,B.Sc Statistics,30,7.6,10262
Jamia Millia Islamia,New Delhi,Delhi,Govt,B.Tech,Civil Engineering,30,9.7,10021
Jamia Millia Islamia,New Delhi,Delhi,Govt,B.Tech,Aerospace Engineering,30,8.0,11981
Jamia Millia Islamia,New Delhi,Delhi,Govt,B.Tech,Electronics & Communication Engineering,30,9.1,12272
Jamia Millia Islamia,New Delhi,Delhi,Govt,BBA/Commerce,BBA,30,10.7,10776
Jamia Millia Islamia,New Delhi,Delhi,Govt,BBA/Commerce,BBA Marketing,30,8.6,12126
Tezpur University,Tezpur,Assam,Govt,Integrated M.Sc,Integrated M.Sc Physics,31,6.8,11655
Tezpur University,Tezpur,Assam,Govt,B.Sc,B.Sc Physics (Hons.),31,9.8,7621
Tezpur University,Tezpur,Assam,Govt,B.Sc,B.Sc Chemistry (Hons.),31,9.2,7339
Tezpur University,Tezpur,Assam,Govt,B.Sc,B.Sc Data Science,31,5.2,12179
Tezpur University,Tezpur,Assam,Govt,B.Sc,B.Sc Forensic Science,31,6.2,6101
Tezpur University,Tezpur,Assam,Govt,B.Tech,Civil Engineering,31,5.2,14293
Tezpur University,Tezpur,Assam,Govt,B.Tech,Electronics & Communication Engineering,31,8.4,7513
Tezpur University,Tezpur,Assam,Govt,B.Tech,Electrical Engineering,31,6.9,11077
Tezpur University,Tezpur,Assam,Govt,BBA/Commerce,BBA,31,7.6,7255
Tezpur University,Tezpur,Assam,Govt,BBA/Commerce,BBA Marketing,31,6.6,11521
Pondicherry University,Puducherry,Puducherry,Govt,B.Sc,B.Sc Computer Science,38,7.6,13176
Pondicherry University,Puducherry,Puducherry,Govt,B.Sc,B.Sc Biology (Hons.),38,5.6,14202
Pondicherry University,Puducherry,Puducherry,Govt,B.Sc,B.Sc Chemistry (Hons.),38,8.5,9264
Pondicherry University,Puducherry,Puducherry,Govt,B.Sc,B.Sc Physics (Hons.),38,10.0,8515
Pondicherry University,Puducherry,Puducherry,Govt,B.Sc,B.Sc Mathematics (Hons.),38,8.5,9678
Pondicherry University,Puducherry,Puducherry,Govt,B.Tech,Aerospace Engineering,38,9.3,7223
Pondicherry University,Puducherry,Puducherry,Govt,B.Tech,Information Technology,38,9.4,5703
Pondicherry University,Puducherry,Puducherry,Govt,B.Tech,Computer Science & Engineering,38,11.6,7843
Pondicherry University,Puducherry,Puducherry,Govt,BBA/Commerce,BBA,38,8.3,10236
Pondicherry University,Puducherry,Puducherry,Govt,BBA/Commerce,BBA Marketing,38,7.7,6063
IGNOU,New Delhi,Delhi,Govt,B.Sc,B.Sc Computer Science,50,9.0,7852
IGNOU,New Delhi,Delhi,Govt,Integrated M.Sc,Integrated M.Sc Mathematics,50,6.1,13335
IGNOU,New Delhi,Delhi,Govt,B.Sc,B.Sc Mathematics (Hons.),50,9.0,8292
IGNOU,New Delhi,Delhi,Govt,B.Sc,B.Sc Forensic Science,50,9.0,8878
IGNOU,New Delhi,Delhi,Govt,B.Sc,B.Sc Data Science,50,6.8,5430
IGNOU,New Delhi,Delhi,Govt,B.Tech,Civil Engineering,50,8.1,7126
IGNOU,New Delhi,Delhi,Govt,B.Tech,Electrical Engineering,50,5.3,6412
IGNOU,New Delhi,Delhi,Govt,B.Tech,Mechanical Engineering,50,10.0,11523
IGNOU,New Delhi,Delhi,Govt,BBA/Commerce,BBA Human Resource,50,8.8,11730
IGNOU,New Delhi,Delhi,Govt,BBA/Commerce,BBA Marketing,50,5.4,14419
Mizoram University,Aizawl,Mizoram,Govt,B.Sc,B.Sc Statistics,100,6.1,32285
Mizoram University,Aizawl,Mizoram,Govt,B.Sc,B.Sc Data Science,100,7.5,14205
Mizoram University,Aizawl,Mizoram,Govt,B.Sc,B.Sc Chemistry (Hons.),100,6.6,28065
Mizoram University,Aizawl,Mizoram,Govt,B.Sc,B.Sc Microbiology,100,7.1,15962
Mizoram University,Aizawl,Mizoram,Govt,B.Sc,B.Sc Forensic Science,100,5.7,14228
Mizoram University,Aizawl,Mizoram,Govt,B.Tech,Computer Science & Engineering,100,6.9,13488
Mizoram University,Aizawl,Mizoram,Govt,B.Tech,Chemical Engineering,100,4.6,15395
Mizoram University,Aizawl,Mizoram,Govt,B.Tech,Aerospace Engineering,100,4.9,33243
Mizoram University,Aizawl,Mizoram,Govt,BBA/Commerce,BBA Marketing,100,4.8,18211
Mizoram University,Aizawl,Mizoram,Govt,BBA/Commerce,BBA,100,5.1,28049
North Eastern Hill University,Shillong,Meghalaya,Govt,B.Sc,B.Sc Data Science,103,4.9,57936
North Eastern Hill University,Shillong,Meghalaya,Govt,B.Sc,B.Sc Computer Science,103,5.8,63784
North Eastern Hill University,Shillong,Meghalaya,Govt,B.Sc,B.Sc Environmental Science,103,3.5,35105
North Eastern Hill University,Shillong,Meghalaya,Govt,B.Sc,B.Sc Biochemistry,103,5.2,65925
North Eastern Hill University,Shillong,Meghalaya,Govt,B.Sc,B.Sc Chemistry (Hons.),103,4.0,64658
North Eastern Hill University,Shillong,Meghalaya,Govt,B.Tech,Computer Science & Engineering,103,4.2,20323
North Eastern Hill University,Shillong,Meghalaya,Govt,B.Tech,Chemical Engineering,103,5.3,67038
North Eastern Hill University,Shillong,Meghalaya,Govt,B.Tech,Aerospace Engineering,103,5.0,42344
North Eastern Hill University,Shillong,Meghalaya,Govt,BBA/Commerce,BBA Human Resource,103,3.1,66876
North Eastern Hill University,Shillong,Meghalaya,Govt,BBA/Commerce,BBA Marketing,103,4.6,66101
Rajiv Gandhi University,Itanagar,Arunachal Pradesh,Govt,B.Sc,B.Sc Data Science,106,3.9,51613
Rajiv Gandhi University,Itanagar,Arunachal Pradesh,Govt,B.Sc,B.Sc Computer Science,106,5.1,29782
Rajiv Gandhi University,Itanagar,Arunachal Pradesh,Govt,B.Sc,B.Sc Microbiology,106,4.3,35359
Rajiv Gandhi University,Itanagar,Arunachal Pradesh,Govt,B.Sc,B.Sc Biology (Hons.),106,4.4,56735
Rajiv Gandhi University,Itanagar,Arunachal Pradesh,Govt,Integrated M.Sc,Integrated M.Sc Mathematics,106,4.8,47294
Rajiv Gandhi University,Itanagar,Arunachal Pradesh,Govt,B.Tech,Civil Engineering,106,5.2,45926
Rajiv Gandhi University,Itanagar,Arunachal Pradesh,Govt,B.Tech,Chemical Engineering,106,5.9,47634
Rajiv Gandhi University,Itanagar,Arunachal Pradesh,Govt,B.Tech,Aerospace Engineering,106,5.3,33569
Rajiv Gandhi University,Itanagar,Arunachal Pradesh,Govt,BBA/Commerce,BBA,106,4.4,40842
Rajiv Gandhi University,Itanagar,Arunachal Pradesh,Govt,BBA/Commerce,BBA Finance,106,4.3,42529
Sikkim University,Gangtok,Sikkim,Govt,B.Sc,B.Sc Mathematics (Hons.),108,4.3,65329
Sikkim University,Gangtok,Sikkim,Govt,B.Sc,B.Sc Chemistry (Hons.),108,5.4,35466
Sikkim University,Gangtok,Sikkim,Govt,B.Sc,B.Sc Physics (Hons.),108,5.2,62859
Sikkim University,Gangtok,Sikkim,Govt,B.Sc,B.Sc Computer Science,108,5.3,37440
Sikkim University,Gangtok,Sikkim,Govt,B.Sc,B.Sc Biotechnology,108,6.0,57654
Sikkim University,Gangtok,Sikkim,Govt,B.Tech,Aerospace Engineering,108,3.1,57595
Sikkim University,Gangtok,Sikkim,Govt,B.Tech,Electrical Engineering,108,4.5,50771
Sikkim University,Gangtok,Sikkim,Govt,B.Tech,Electronics & Communication Engineering,108,3.6,40776
Sikkim University,Gangtok,Sikkim,Govt,BBA/Commerce,BBA Marketing,108,3.8,28312
Sikkim University,Gangtok,Sikkim,Govt,BBA/Commerce,BBA,108,5.6,64158
BITS Pilani,Pilani,Rajasthan,Private,B.Tech,Mining Engineering,43,5.7,12060
BITS Pilani,Pilani,Rajasthan,Private,B.Tech,Data Science,43,13.8,4166
BITS Pilani,Pilani,Rajasthan,Private,B.Tech,Textile Engineering,43,6.8,11606
BITS Pilani,Pilani,Rajasthan,Private,B.Tech,Computer Science & Engineering,43,8.4,5281
BITS Pilani,Pilani,Rajasthan,Private,B.Tech,Electrical Engineering,43,6.0,14204
BITS Pilani,Pilani,Rajasthan,Private,B.Sc,B.Sc Computer Science,43,6.9,6204
BITS Pilani,Pilani,Rajasthan,Private,B.Sc,B.Sc Mathematics (Hons.),43,8.8,12378
BITS Pilani,Pilani,Rajasthan,Private,BBA/Commerce,BBA Marketing,43,5.6,6946
BITS Pilani,Pilani,Rajasthan,Private,BBA/Commerce,BBA Human Resource,43,7.0,6584
